Vieta;Data;Laikas;Dalyviu skaicius;Zuvusiuju skaicius;Suzeistuju skaicius;Dalyvavusiu transporto priemoniu skaicius;Apgadintu transporto priemoniu skaicius;Kelio reiksme;Dangos rusis;Dangos bukle;Paros metas;Meteorologines salygos;Kelio kreive;Atitvarai (1-yra, 0-nera);Sankryzos tipas;Tikslesnes vietos aplinkybes;Eismo ivykio dalyvio kategorija;Lytis;Gimimo data;Neigalumas (1 - taip, 0 - ne);Saugos dirzas;Vairuotojo kvalifikacija;Stazas;Blaivumas
sakiu r. sav.;2015-10-28;18:27:00;3;0;2;2;2;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1980-04-07;0;Uzsegtas;Atitinka;6;Neblaivus
sakiu r. sav.;2015-11-08;11:28:00;4;0;3;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1994-12-08;0;Uzsegtas;Atitinka;2;Blaivus
sakiu r. sav.;2015-11-08;19:05:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1980-10-14;0;Uzsegtas;Atitinka;16;Blaivus
sakiu r. sav.;2015-11-18;12:51:00;4;0;2;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1981-08-11;0;Uzsegtas;Atitinka;5;Blaivus
sakiu r. sav.;2015-11-21;13:53:00;2;0;1;2;2;;zvyrkelis;slapia;Diena;Giedra;Tiesi ikalne;0;;Isvaziavimas is kiemo, automobiliu stovejimo aiksteles ir pan;Automobilio vairuotojas;Vyras;1972-10-19;0;;Atitinka;20;Blaivus
sakiu r. sav.;2015-12-17;18:58:00;4;0;1;4;3;Krasto keliai;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Horizontalus vingis;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1983-05-28;0;Uzsegtas;Atitinka;15;Blaivus
salcininku r. sav.;2015-01-03;15:57:00;2;0;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Pesciasis;Vyras;2000-12-12;0;;;;Blaivus
salcininku r. sav.;2015-02-01;12:38:00;1;0;1;1;1;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1984-11-28;0;Neuzsegtas;Neturi teises vairuoti;;Neblaivus
salcininku r. sav.;2015-02-11;08:34:49;4;2;1;3;2;Krasto keliai;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Horizontalus vingis;0;;;Automobilio vairuotojas;Moteris;1985-01-16;0;Uzsegtas;Atitinka;6;Blaivus
salcininku r. sav.;2015-02-16;18:14:00;2;0;1;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1980-06-11;0;Uzsegtas;Atitinka;9;Blaivus
salcininku r. sav.;2015-02-26;19:05:00;3;0;1;2;2;Magistraliniai keliai;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1955-08-02;0;Uzsegtas;Atitinka;34;Neblaivus
salcininku r. sav.;2015-03-18;14:39:00;2;0;1;2;2;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1961-08-10;0;Uzsegtas;Atitinka;10;Blaivus
salcininku r. sav.;2015-03-27;09:47:00;3;0;1;3;3;Magistraliniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Moteris;1973-09-15;0;Uzsegtas;Atitinka;6;Blaivus
salcininku r. sav.;2015-04-30;18:07:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Pesciasis;Vyras;2011-02-04;0;;;;Blaivus
salcininku r. sav.;2015-06-15;18:59:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1991-05-03;0;Uzsegtas;Atitinka;6;
salcininku r. sav.;2015-07-03;08:21:00;2;0;1;2;2;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Traktoriaus vairuotojas;Vyras;1966-11-30;0;;Atitinka;30;Blaivus
salcininku r. sav.;2015-07-04;02:08:00;1;0;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1993-11-15;0;Uzsegtas;Atitinka;2;Neblaivus
salcininku r. sav.;2015-07-12;16:00:00;1;0;1;1;1;;Be dangos;Sausa;Diena;Apsiniauke;Horizontalus vingis;0;;;Mopedo vairuotojas;Vyras;1992-02-16;0;;Neturi teises vairuoti;0;Neblaivus
salcininku r. sav.;2015-07-17;22:10:00;2;0;1;2;2;Magistraliniai keliai;Asfaltbetonis, cementbetonis;Sausa;Sutemos (prieblanda);Giedra;Tiesi nuokalne;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1998-03-06;0;Uzsegtas;Neturi teises vairuoti;;Blaivus
salcininku r. sav.;2015-07-25;08:08:00;1;0;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1995-09-16;0;Uzsegtas;Atitinka;1;Blaivus
salcininku r. sav.;2015-08-11;16:00:00;2;0;1;2;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Mopedo vairuotojas;;;;;;;
salcininku r. sav.;2015-08-16;21:54:00;2;0;1;1;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Vingiuota nuokalne;0;;Keleivinio transporto sustojimo vieta;Automobilio vairuotojas;Vyras;1989-04-21;0;Uzsegtas;Atitinka;6;Neblaivus
salcininku r. sav.;2015-08-22;12:00:00;2;0;1;1;0;;Be dangos;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1990-09-10;0;Uzsegtas;Atitinka;1;Blaivus
salcininku r. sav.;2015-10-08;09:38:00;4;1;3;1;1;Vietiniai keliai;zvyrkelis;Sausa;Diena;Giedra;Tiesi nuokalne;0;;;Automobilio vairuotojas;Vyras;1985-01-03;0;Uzsegtas;Neturi teises vairuoti;;Blaivus
salcininku r. sav.;2015-10-09;09:09:00;2;0;1;2;1;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Dviracio vairuotojas;Moteris;1926-10-01;0;;;;Blaivus
salcininku r. sav.;2015-10-18;02:50:00;3;1;0;2;1;Rajoniniai keliai;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;;;;;;;
salcininku r. sav.;2015-10-19;09:45:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;2000-08-26;0;;;;Blaivus
salcininku r. sav.;2015-12-10;22:58:00;4;0;2;3;3;Magistraliniai keliai;Asfaltbetonis, cementbetonis;Apledejusi;Tamsus paros metas;Giedra;Horizontalus vingis;0;;;Automobilio vairuotojas;Vyras;1995-11-15;0;;Atitinka;1;Blaivus
salcininku r. sav.;2015-12-15;15:36:00;4;0;2;3;3;Krasto keliai;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Tiltas, estakada, viadukas;Automobilio vairuotojas;Vyras;1957-01-08;0;;Atitinka;38;Neblaivus
salcininku r. sav.;2015-12-19;19:27:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;1973-06-02;0;;;;Blaivus
siauliu m. sav.;2015-01-13;18:17:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Lietus;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1991-05-30;0;Uzsegtas;Atitinka;4;Blaivus
siauliu m. sav.;2015-01-14;13:15:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1983-03-18;0;Uzsegtas;Atitinka;3;Blaivus
siauliu m. sav.;2015-01-14;13:55:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1944-03-13;0;Uzsegtas;Atitinka;41;Blaivus
siauliu m. sav.;2015-01-21;08:27:00;2;0;1;1;;;Asfaltbetonis, cementbetonis;Apsnigta;Diena;Sniegas, krusa;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1970-12-09;0;Uzsegtas;Atitinka;15;Blaivus
siauliu m. sav.;2015-01-21;09:35:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Apsnigta;Diena;Sniegas, krusa;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1979-05-26;0;Uzsegtas;Atitinka;10;Blaivus
siauliu m. sav.;2015-01-26;06:50:00;3;0;2;2;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1986-03-17;0;Uzsegtas;Atitinka;8;Blaivus
siauliu m. sav.;2015-01-27;17:28:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1991-04-28;0;Uzsegtas;Atitinka;6;Blaivus
siauliu m. sav.;2015-01-29;18:30:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1958-03-18;0;Uzsegtas;Atitinka;26;Blaivus
siauliu m. sav.;2015-02-05;19:40:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;2000-03-02;0;;;;Blaivus
siauliu m. sav.;2015-02-07;16:41:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;0;PRIE_SANKRYZOS;;Automobilio vairuotojas;Vyras;1989-03-28;0;Uzsegtas;Atitinka;7;Blaivus
siauliu m. sav.;2015-02-27;12:00:12;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;PRIE_SANKRYZOS;;Pesciasis;Moteris;1996-08-06;0;;;;Blaivus
siauliu m. sav.;2015-02-27;13:30:00;2;0;1;1;;;Asfaltbetonis, cementbetonis;slapia;Diena;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Pesciasis;Moteris;2006-12-27;0;;;;Blaivus
siauliu m. sav.;2015-03-11;18:15:00;1;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Keturracio motociklo vairuotojas;Vyras;1981-06-21;0;;Neturi teises vairuoti;15;Neblaivus
siauliu m. sav.;2015-03-11;19:37:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Moteris;1979-04-28;0;Uzsegtas;Atitinka;15;Blaivus
siauliu m. sav.;2015-03-13;22:30:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1940-03-25;0;Uzsegtas;Atitinka;25;Blaivus
siauliu m. sav.;2015-03-28;09:22:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Diena;Lietus;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1968-11-20;0;Uzsegtas;Atitinka;23;Blaivus
siauliu m. sav.;2015-03-29;02:25:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Moteris;1992-09-13;0;Uzsegtas;Atitinka;2;Blaivus
siauliu m. sav.;2015-04-03;17:55:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1971-08-08;0;Uzsegtas;Atitinka;24;Blaivus
siauliu m. sav.;2015-04-07;13:09:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Pesciasis;Moteris;1973-12-26;0;;;;Blaivus
siauliu m. sav.;2015-04-09;15:57:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Dviracio vairuotojas;Vyras;1989-12-11;0;;;;Blaivus
siauliu m. sav.;2015-04-10;18:21:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;2008-01-09;0;;;;Blaivus
siauliu m. sav.;2015-04-14;17:40:00;3;0;1;3;3;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;PRIE_SANKRYZOS;;Automobilio vairuotojas;Moteris;1963-07-19;0;Uzsegtas;Atitinka;10;Blaivus
siauliu m. sav.;2015-04-15;22:15:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;slapia;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1986-08-04;0;Uzsegtas;Atitinka;3;Neblaivus
siauliu m. sav.;2015-04-17;10:44:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1942-12-26;0;Uzsegtas;Atitinka;11;Blaivus
siauliu m. sav.;2015-04-17;12:45:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1987-11-16;0;Uzsegtas;Atitinka;16;Blaivus
siauliu m. sav.;2015-04-18;10:47:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1984-02-27;0;Uzsegtas;Atitinka;6;Neblaivus
siauliu m. sav.;2015-04-24;22:25:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;PRIE_SANKRYZOS;;Automobilio vairuotojas;Vyras;1977-08-05;0;Uzsegtas;Atitinka;18;Atsisake buti patikrintas
siauliu m. sav.;2015-05-05;16:29:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Dviracio vairuotojas;Vyras;1960-12-17;0;;;;Neblaivus
siauliu m. sav.;2015-05-06;11:40:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;Pesciuju pereja;Automobilio vairuotojas;Vyras;1986-01-20;0;Uzsegtas;Atitinka;10;Blaivus
siauliu m. sav.;2015-05-07;13:05:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1985-03-01;0;Uzsegtas;Atitinka;8;Blaivus
siauliu m. sav.;2015-05-11;18:23:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;Pesciuju pereja;Dviracio vairuotojas;Vyras;1948-01-02;0;;;;Blaivus
siauliu m. sav.;2015-05-14;09:01:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1990-08-25;0;Uzsegtas;Atitinka;4;Blaivus
siauliu m. sav.;2015-05-16;23:31:00;2;0;2;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Apsiniauke;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1995-01-15;0;Uzsegtas;Atitinka;3;Blaivus
siauliu m. sav.;2015-05-19;14:50:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Apsiniauke;Tiesus horizontalus ruozas;0;;Kita teritorija;Dviracio vairuotojas;Vyras;1996-03-28;0;;;;Blaivus
siauliu m. sav.;2015-05-21;17:21:00;3;0;3;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1942-06-04;0;Uzsegtas;Atitinka;40;Blaivus
siauliu m. sav.;2015-05-22;13:10:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Moteris;1993-05-06;0;Uzsegtas;Atitinka;3;Blaivus
siauliu m. sav.;2015-05-25;17:29:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1976-05-20;0;Uzsegtas;Atitinka;20;Blaivus
siauliu m. sav.;2015-05-28;14:05:00;3;0;1;3;3;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1980-02-29;0;Uzsegtas;Atitinka;3;Blaivus
siauliu m. sav.;2015-05-28;14:06:00;2;0;1;1;;;Grindinys;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Dviracio vairuotojas;Vyras;1983-02-12;0;;;;Blaivus
siauliu m. sav.;2015-05-28;20:03:00;2;0;1;2;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesi nuokalne;0;;;Motociklo vairuotojas;Vyras;1989-06-21;0;;Atitinka;9;Blaivus
siauliu m. sav.;2015-06-06;08:23:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Pesciasis;Vyras;1979-07-16;0;;;;Blaivus
siauliu m. sav.;2015-06-08;16:20:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;Pesciuju pereja;Pesciasis;Moteris;2001-04-13;0;;;;Blaivus
siauliu m. sav.;2015-06-09;09:53:00;3;0;1;4;3;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1966-03-17;0;Uzsegtas;Atitinka;29;Blaivus
siauliu m. sav.;2015-06-09;15:09:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1985-01-28;0;Uzsegtas;Atitinka;5;Blaivus
siauliu m. sav.;2015-06-13;11:00:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1958-11-22;0;Uzsegtas;Atitinka;7;Neblaivus
siauliu m. sav.;2015-06-13;23:27:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1969-03-17;0;Uzsegtas;Atitinka;29;Blaivus
siauliu m. sav.;2015-06-14;10:45:59;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1951-01-01;0;Uzsegtas;Atitinka;34;Blaivus
siauliu m. sav.;2015-06-16;09:10:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Pesciasis;Moteris;1954-03-25;0;;;;Blaivus
siauliu m. sav.;2015-06-16;15:07:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Moteris;1943-01-03;0;Uzsegtas;Atitinka;37;Blaivus
siauliu m. sav.;2015-06-17;18:28:00;2;1;0;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1995-10-02;0;Uzsegtas;Atitinka;0;Blaivus
siauliu m. sav.;2015-06-26;16:50:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;PRIE_SANKRYZOS;Pesciuju pereja;Automobilio vairuotojas;Moteris;1985-11-18;0;Uzsegtas;Atitinka;7;Blaivus
siauliu m. sav.;2015-06-27;05:23:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Moteris;1987-05-12;0;Uzsegtas;Atitinka;8;Blaivus
siauliu m. sav.;2015-06-29;12:36:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1965-08-07;0;Uzsegtas;Atitinka;28;Blaivus
siauliu m. sav.;2015-07-08;07:53:00;3;0;1;2;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1961-03-10;0;Uzsegtas;Atitinka;21;Blaivus
siauliu m. sav.;2015-07-10;08:22:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;slapia;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Pesciasis;Vyras;1972-07-27;0;;;;Blaivus
siauliu m. sav.;2015-07-16;17:26:00;1;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesi ikalne;0;;;Motociklo vairuotojas;Vyras;;0;;Atitinka;40;Blaivus
siauliu m. sav.;2015-07-27;21:23:00;2;1;0;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1950-04-20;0;Uzsegtas;Atitinka;46;Blaivus
siauliu m. sav.;2015-08-03;14:51:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;Isvaziavimas is kiemo, automobiliu stovejimo aiksteles ir pan;Automobilio vairuotojas;Vyras;1994-12-11;0;Uzsegtas;Atitinka;2;Blaivus
siauliu m. sav.;2015-08-04;16:05:00;3;0;2;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;REGULIUOJAMA;;Automobilio vairuotojas;Moteris;1986-07-29;0;Uzsegtas;Atitinka;3;Blaivus
siauliu m. sav.;2015-08-06;10:18:00;2;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1990-11-15;0;Uzsegtas;Atitinka;6;Blaivus
siauliu m. sav.;2015-08-13;08:43:00;1;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Mopedo vairuotojas;Vyras;2000-05-14;0;;Atitinka;0;Blaivus
siauliu m. sav.;2015-08-14;18:23:00;2;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;Pesciuju pereja;Automobilio vairuotojas;Vyras;1942-08-09;0;Uzsegtas;Atitinka;24;Blaivus
siauliu m. sav.;2015-08-15;16:33:00;1;0;1;1;0;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesi nuokalne;0;REGULIUOJAMA;;Dviracio vairuotojas;Vyras;1973-08-30;0;;;;Neblaivus
siauliu m. sav.;2015-08-15;18:30:00;4;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1989-12-28;0;Uzsegtas;Atitinka;7;Blaivus
siauliu m. sav.;2015-08-17;20:44:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;PRIE_SANKRYZOS;Pesciuju pereja;Automobilio vairuotojas;Vyras;1966-09-30;0;Uzsegtas;Atitinka;22;Blaivus
siauliu m. sav.;2015-08-18;13:12:00;2;0;1;1;1;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Vyras;1939-12-16;0;Uzsegtas;Atitinka;57;Blaivus
siauliu m. sav.;2015-08-21;16:05:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Diena;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1986-11-05;0;Uzsegtas;Atitinka;5;Blaivus
siauliu m. sav.;2015-08-23;21:24:00;3;0;1;2;2;;Asfaltbetonis, cementbetonis;Sausa;Tamsus paros metas;Giedra;Tiesus horizontalus ruozas;0;NEREGULIUOJAMA;;Automobilio vairuotojas;Vyras;1971-03-19;0;Uzsegtas;Atitinka;19;Blaivus
siauliu m. sav.;2015-08-24;20:52:00;3;0;2;3;0;;Asfaltbetonis, cementbetonis;Sausa;Sutemos (prieblanda);Giedra;Tiesus horizontalus ruozas;0;;;Automobilio vairuotojas;Moteris;1957-05-04;0;Uzsegtas;Atitinka;25;Blaivus
